,income
31691,0
1576,0
18326,0
8529,1
22891,0
31229,1
15205,0
6234,0
14770,0
29038,1
14438,1
28524,0
16774,0
21533,0
2112,1
7358,0
15910,0
26700,0
24283,0
19246,0
3479,0
18692,0
7460,1
30540,0
10441,0
23193,0
3615,0
2003,1
14527,0
17091,0
17186,1
15046,0
12170,0
16214,0
27226,1
21180,1
13642,0
15431,1
18213,0
26503,0
27613,0
16070,0
17903,0
11608,0
23044,0
5564,0
4874,1
14134,0
31,0
697,1
6047,0
27604,0
631,0
12339,0
8289,0
21217,0
4767,0
24149,0
13115,0
13543,1
11962,1
994,0
20588,0
27005,0
27934,0
4600,1
23396,0
3817,1
18411,0
19169,0
27162,0
20793,0
7660,0
13547,1
8020,0
13619,0
7292,0
11095,0
23000,0
9998,0
1348,1
3264,0
12937,1
29161,0
12068,0
16991,1
6163,0
32453,1
3388,1
3310,0
31206,1
31387,1
26259,0
15848,0
20105,1
6885,0
27090,0
31269,0
16611,0
11897,1
5711,1
31982,0
23184,0
17455,0
24473,0
18412,1
11430,0
30019,0
15024,0
24169,0
2498,1
15090,0
5762,0
5504,0
19764,0
5997,1
6230,0
24725,0
15381,1
18637,1
25989,1
1199,0
29834,0
9440,0
1692,0
17312,0
22459,0
1709,1
15069,0
17322,0
32049,1
4169,1
25554,1
18984,0
8805,0
24708,0
24415,1
31006,1
31194,0
6623,0
26673,0
1608,0
20732,0
13425,0
17787,1
27141,0
3015,0
23593,0
2988,0
24846,0
4590,0
23302,0
21739,0
16016,0
568,0
114,0
23486,0
22802,0
9532,0
2480,0
16338,0
18105,0
25702,0
30915,0
24213,0
686,0
2997,0
18485,0
16091,0
11452,0
9198,1
9359,0
14587,0
29621,0
30670,0
21678,0
14009,0
30065,0
26757,0
14776,0
23612,0
24790,1
11196,0
11419,1
14039,0
28607,1
12355,1
6146,0
838,0
20648,0
6526,0
29225,0
16032,1
29470,1
11816,0
415,1
32238,1
12538,0
6876,1
20314,0
26388,0
6488,0
15634,0
17763,0
11919,1
28507,0
8433,0
7657,1
22261,0
1432,1
26247,1
10618,1
22816,0
12554,0
16245,0
17224,1
29436,0
31154,0
6512,1
242,0
24359,0
17963,0
4572,0
11163,0
31948,0
25309,0
13817,0
9980,0
30194,1
4376,0
16077,0
5448,0
15049,0
6676,0
29968,0
12770,1
21838,0
18782,0
11016,0
4271,1
5837,0
24207,0
20740,0
26818,0
21113,0
12906,1
20834,1
8705,0
9131,1
24494,0
23987,1
25763,0
18186,0
27673,0
12919,0
8106,0
13986,0
17544,1
10472,0
14191,0
26782,0
15880,1
9925,0
7866,0
17717,1
1186,0
10297,0
16074,0
24784,0
7677,0
22855,0
27364,0
14738,1
15418,1
27885,0
32256,1
9941,1
10245,0
29179,0
28435,0
29943,0
20462,0
20024,0
16525,0
31474,0
3468,1
28669,1
8884,0
19714,0
22826,0
14597,1
24877,0
17620,1
25455,0
3837,0
25773,0
20574,0
300,1
5294,0
749,0
11110,1
9507,0
24710,0
25630,0
31155,0
6783,0
1194,0
19647,0
1712,0
5864,0
26046,0
23999,1
1900,0
29638,1
22511,0
29953,0
10918,0
3078,0
23414,0
17029,0
3209,0
1253,0
7468,0
16793,0
9273,1
1208,0
9481,0
439,0
27490,1
6106,0
10319,1
5595,1
6893,0
23154,0
27025,0
32164,1
22451,1
68,1
23281,0
30273,1
22266,1
1066,1
27659,0
25691,0
31578,1
14195,0
673,1
4279,0
19330,0
14529,1
22117,0
12640,0
12020,0
20598,1
1096,0
1982,0
14821,1
20302,0
17654,1
2258,1
26926,1
24701,1
14584,1
6800,0
12467,1
16078,1
10829,1
18469,0
977,1
20926,0
24023,1
21157,0
13599,1
28965,0
6737,0
4701,0
8151,1
24397,0
13471,0
7003,0
28735,1
12139,1
25265,0
6098,0
18075,0
14870,0
30050,0
13892,1
7378,0
8282,0
3801,0
11289,0
5616,0
14366,1
24890,0
14117,1
12436,0
14176,0
10052,0
14277,1
841,0
25926,1
30625,0
32394,0
26696,0
31677,0
6425,0
30609,1
12174,1
7549,0
4365,1
31605,0
4778,0
20852,0
3458,0
6899,0
14320,1
20242,1
15226,0
18008,0
22439,1
2305,1
28263,0
17829,0
14923,0
5898,1
26487,0
23330,0
23736,1
32204,0
31509,0
31864,0
17832,0
1488,0
19625,0
13600,0
24163,0
14078,0
31957,0
21809,0
22292,0
8189,0
4779,0
17462,0
11290,1
576,0
16299,0
18733,1
24293,0
19931,1
15908,0
11640,0
28938,0
15111,0
28606,0
18175,0
20488,1
20937,1
22097,0
2177,0
1835,0
32378,0
16822,0
1887,1
7863,0
6594,0
19810,1
15955,1
17766,1
13023,0
16781,0
30805,1
13963,1
11178,1
2438,0
15742,0
4562,0
14170,0
6205,1
817,1
21997,0
2677,0
6792,1
6707,0
19804,1
2392,0
25828,1
4373,0
17853,0
24448,0
5730,0
8102,1
3576,0
12734,0
2493,0
4516,0
28032,0
2796,1
20840,0
24654,1
72,1
9597,0
20253,0
30070,0
14563,0
18673,1
13914,1
29301,0
28567,0
20619,0
1325,0
23456,0
4453,0
12111,0
22213,0
17850,0
30507,0
14661,1
8363,1
17017,1
26560,1
28449,0
15141,1
19064,0
25907,0
28095,0
18254,0
20676,0
24913,0
30152,1
19575,0
16724,0
10375,0
19614,0
23816,0
17187,0
1821,0
25103,0
18315,1
14980,0
24508,0
11600,1
18994,0
8176,0
3497,1
20206,0
2725,1
8958,0
28918,1
9329,1
13766,0
24794,0
29321,0
10107,0
24536,1
5087,0
15035,1
18713,0
7808,0
25410,0
10108,0
9625,0
2609,0
6340,0
29853,0
24667,0
31883,0
11074,1
27782,0
10252,0
32199,1
24544,0
23765,0
26583,0
3572,0
10342,1
30486,0
20856,0
6749,0
25449,1
10623,0
10960,1
4487,0
9265,1
29604,0
23768,0
26508,0
11906,1
711,0
724,1
16509,0
31168,0
12977,0
3434,0
15314,0
4462,0
15811,0
921,0
1394,0
4328,0
5060,0
31919,0
7075,0
30649,1
15242,1
7588,0
13693,0
580,1
9927,0
15656,0
14178,0
13722,1
19249,1
10147,0
12460,1
26236,1
23699,0
18458,1
27705,0
3672,0
9815,0
29099,0
29660,0
20049,0
18302,0
4222,1
8738,0
30290,1
30341,0
21344,1
1258,1
6517,0
24428,0
3633,0
5064,0
19469,0
21236,0
17715,1
8467,1
15621,1
18128,0
5902,0
7564,0
11751,0
14100,0
21802,0
9789,0
13199,1
22929,0
26016,0
3171,0
17612,1
23909,0
19688,0
15729,0
24193,0
18404,0
21969,0
30228,0
5848,1
18265,1
837,1
21716,0
15752,0
19275,0
3887,1
22598,0
25207,0
22227,1
15563,0
25500,0
142,0
6284,0
26755,0
1694,0
21266,0
22035,1
8831,0
6546,1
4005,1
28418,0
22226,0
26018,0
27684,0
23237,0
25483,0
22182,0
2237,1
20916,0
8148,0
20674,0
31702,0
23460,1
17664,0
30492,0
16476,0
12259,0
8425,0
5723,0
15511,0
10458,1
31320,0
26061,0
25995,1
32195,1
22911,0
20665,0
22869,0
8408,0
8610,1
22612,0
11620,0
22387,0
9169,0
14717,1
6492,1
31593,0
12891,0
25159,0
27837,1
22047,0
26930,1
12361,0
2312,1
14116,0
20405,0
25334,0
22590,1
25833,0
26075,0
21748,0
16421,0
25716,0
25563,0
29514,0
2018,1
19920,1
20213,0
4842,0
20735,1
30128,0
10243,0
21138,0
31827,0
5742,0
14070,0
4094,0
12540,1
25976,0
26705,0
15718,1
28389,1
16956,0
32341,1
15114,0
3531,0
32293,0
28419,1
23958,1
22530,0
22738,1
25235,0
16892,0
19066,0
30974,0
21255,1
7872,0
1732,0
6932,0
20266,0
7141,0
6975,0
18941,1
11043,0
20771,0
13535,1
3894,1
8406,0
13977,0
1354,0
15500,0
4935,1
8048,1
18936,0
1458,0
24670,0
10866,1
9687,0
17512,0
11138,0
25512,0
24363,1
7923,0
11269,0
28026,0
25126,0
27700,0
8609,0
27296,0
6001,0
18394,1
13830,1
7218,0
17809,1
10923,0
9662,0
8920,0
5794,1
28827,0
2301,0
28341,0
28234,1
7287,1
9445,0
379,0
12590,0
3950,0
10818,0
15054,0
18420,0
4124,0
8613,1
22287,0
6053,0
4509,0
9121,0
31634,0
7187,0
32007,0
25060,0
10428,0
17276,0
399,1
16988,0
13929,0
21642,0
16235,0
30141,0
2503,0
8061,0
11821,0
23071,0
9773,0
22028,0
21926,0
11041,0
31021,0
28265,0
17396,0
23469,0
10087,0
30254,1
26122,1
7543,1
27788,0
5373,0
14839,1
15577,1
26920,1
2422,0
13643,0
27078,0
467,0
26501,0
28124,0
19743,1
21300,0
25993,0
13609,0
32302,1
32325,0
11355,0
15454,0
29078,0
7784,0
8625,0
10672,0
28904,0
23488,0
407,0
8427,0
10725,1
8996,0
18580,0
19673,0
30054,0
6689,1
25789,1
28299,0
19389,0
8845,0
23804,0
8939,1
177,0
8197,0
18608,0
31903,1
24031,1
21499,0
14368,0
295,0
23041,1
18094,0
20187,0
13307,0
22189,1
12721,1
15840,0
27935,0
9891,0
5246,0
17154,1
17924,0
20542,0
8578,0
24726,0
6067,0
32384,0
24460,0
42,0
13249,1
31712,0
3570,0
15325,0
20277,1
8291,0
4049,0
31661,0
31624,0
8590,0
19347,1
17388,1
5813,1
24386,1
29548,1
12294,0
420,0
32547,0
16154,0
7960,0
29258,0
2474,0
23366,1
20483,0
11937,0
31965,0
21701,1
10950,0
29543,0
24080,0
9200,1
2640,0
23174,0
22954,0
13452,0
30166,0
8766,0
12372,0
87,0
20101,0
17554,1
14479,0
29816,0
29676,1
10657,1
479,0
30992,0
9061,0
16351,0
29356,1
31495,0
26718,0
24767,0
24198,0
11101,0
2483,0
13111,0
13517,0
8841,0
22464,0
30780,0
21666,0
31127,0
13474,0
10912,1
13070,1
26996,0
6417,0
8351,1
23786,0
29820,0
27190,0
19250,1
16390,1
7623,0
906,0
31561,1
4074,0
28100,0
13966,1
27698,0
15419,0
4356,0
27668,0
12908,0
13734,0
24464,0
27594,0
22394,1
30898,0
2381,0
6383,1
12864,0
23718,0
16438,1
11420,0
28792,0
110,0
5745,0
26161,1
14152,1
6680,0
19556,0
8838,0
18273,0
6099,0
22321,0
32172,0
5923,0
16182,1
842,1
9348,1
32232,0
9711,0
14642,0
5307,0
9051,0
21723,1
30551,0
21087,0
5619,0
11155,1
10064,0
17523,0
16335,0
8584,1
24261,0
11319,0
20119,0
16429,0
3912,0
1430,0
2529,1
25034,0
11500,0
9424,0
14481,0
25786,0
6450,0
9737,0
17804,1
7648,1
26813,0
2326,0
32094,0
4922,0
16511,0
13945,0
29215,0
11258,0
11852,1
3948,0
9138,0
28057,0
27541,0
8753,0
13083,0
471,0
22750,0
19001,1
21298,0
14468,0
16571,0
14278,0
15773,0
3323,0
25087,1
12612,0
9965,0
14902,0
13809,0
10312,0
31222,0
12562,0
1162,1
13319,0
29690,0
23303,1
7371,1
16928,0
3795,1
1219,1
4527,0
862,0
11013,0
21088,0
21212,0
29235,0
26523,0
14753,0
13773,0
21534,0
29586,0
24352,0
14457,0
5354,0
17059,0
5559,0
10806,0
4411,1
13828,0
28247,0
27125,0
29637,0
18241,1
20555,1
21299,0
8150,1
31536,0
5876,1
16268,1
5305,0
19367,1
6588,0
19843,0
25666,0
8643,1
286,1
5358,1
30282,0
7586,0
6848,0
7764,0
27625,0
16443,0
12526,1
28967,0
10883,0
293,0
9054,0
3593,0
19683,0
18236,0
23821,0
19919,1
915,1
2728,0
32266,1
13432,0
13174,0
15297,0
31981,0
30320,1
10265,0
10189,1
21993,1
5802,0
5418,1
28871,0
9732,0
22804,0
8815,0
9713,1
1884,0
12444,0
12844,0
25019,1
32224,0
29497,0
23632,0
14493,0
6989,0
8828,0
10942,0
31449,1
14671,1
12927,0
10745,0
11538,1
12015,1
15817,1
20257,1
659,1
8129,0
19822,1
17759,0
20850,1
24945,0
6509,0
21994,0
116,0
28347,0
461,0
8090,0
18964,0
13213,0
2935,0
27669,0
15999,0
13193,0
12144,0
22646,0
10402,0
27128,0
12393,0
21724,1
13216,0
8930,0
14336,0
25805,0
5177,0
20480,0
8644,0
24577,0
2066,1
15437,0
1071,1
7078,0
29442,0
1720,0
30398,0
13692,0
27711,0
25263,0
31364,1
23320,0
15777,1
9961,0
1237,0
19763,1
30236,0
24011,0
23801,0
18292,0
3460,1
27180,0
3878,0
14816,1
8235,0
23884,0
14936,0
15149,0
23776,0
2578,1
21057,0
23812,0
11670,0
32487,0
1123,0
4518,1
21855,1
12712,1
2223,0
13372,0
25228,0
18235,1
3647,0
22938,0
10780,0
23247,0
24069,0
1479,0
28722,0
12943,0
25166,0
26283,0
17413,0
6038,0
3372,0
90,0
31433,0
31984,0
11989,0
28168,0
422,1
16953,1
29585,1
23084,0
27495,1
22910,1
15968,1
8899,0
29115,0
17398,0
19993,0
3944,0
10426,0
1217,0
5316,0
31255,0
11153,1
27811,1
30867,0
31564,1
17990,0
25204,0
24735,0
15736,0
28351,0
16677,0
9281,0
2993,0
30030,0
4166,0
10197,0
27083,0
16364,0
30525,1
29206,0
19428,0
23183,1
19765,1
23004,0
30091,0
32229,0
7155,1
28863,0
13442,0
14662,0
31899,0
22670,0
20831,0
12288,1
12733,0
7883,0
30971,1
20124,0
13907,0
15596,0
8398,0
28217,0
6145,0
24730,0
6819,0
5850,0
12308,0
5529,0
10865,0
3405,0
15307,0
24374,0
28876,0
1570,0
28255,1
24414,0
11927,0
30991,0
24192,0
30122,0
4113,0
5328,0
20132,1
27793,0
24760,0
2470,1
7165,0
17560,0
17030,0
15918,0
9142,1
3481,0
14089,0
1357,0
7827,0
19012,0
14794,0
13733,1
4743,0
13697,0
12544,0
3354,0
27543,0
1321,0
10964,1
7716,1
26472,0
10315,0
15465,0
3485,1
3989,0
1905,1
4007,0
2138,0
13018,0
14787,1
9328,0
9111,0
14672,0
20504,0
1671,0
11217,0
21520,0
7913,0
3721,1
7610,0
17081,0
22196,0
18363,0
12912,0
6411,0
31613,1
2778,0
4154,1
23610,0
3898,0
28724,1
15990,0
9934,0
15214,0
16400,0
26432,0
8116,0
21311,1
28561,1
18448,1
10365,1
6396,0
10487,1
31366,0
1793,0
18788,0
8455,0
24294,0
4192,0
4548,0
29812,0
1305,1
31959,0
891,0
11876,0
10421,0
9518,0
11304,0
17714,1
1838,0
4193,0
9723,1
10222,0
12954,0
832,0
387,1
24728,0
21049,0
24799,0
1358,0
22874,0
26667,0
7594,0
13679,0
2448,0
9035,0
25997,1
21806,1
20193,1
11760,1
7309,1
26226,0
18682,0
31595,0
18679,0
4446,0
10020,0
23279,1
5366,0
29494,0
20347,0
18006,1
4539,1
140,0
30856,0
20039,1
26333,0
21042,0
27640,1
23230,0
63,1
10260,0
8483,0
3376,0
9639,1
1372,0
2753,1
18464,0
31714,1
16948,0
3335,0
10516,0
4456,0
11137,0
4609,0
14400,1
29445,0
732,0
17621,0
28172,1
15282,0
7145,0
31149,1
25323,0
12032,0
9242,1
24548,0
28955,0
12973,1
20490,1
32185,1
7987,0
14226,1
17100,0
28075,0
22515,1
30547,0
12053,0
24323,1
23825,0
31885,0
30459,0
12412,1
12841,0
21154,0
24540,0
25952,0
17194,0
26366,1
2906,0
6094,0
23259,0
5279,0
27817,0
6995,0
5170,0
25346,0
6499,1
3090,0
25601,1
10437,0
19850,1
31692,0
29089,0
12076,0
9386,1
4325,0
2506,0
22218,0
517,0
1705,0
11051,0
19580,0
5433,0
8670,0
18649,0
7874,0
26765,1
29101,0
13429,0
29909,1
26478,1
16103,0
12121,0
15631,1
7475,0
8292,0
11307,0
14639,0
3493,1
1314,1
15640,0
14364,0
2777,0
1112,0
4905,1
553,0
5114,0
26198,0
13088,0
27850,0
16864,1
24452,1
18365,0
18369,0
9461,0
29872,1
30989,0
21331,0
14222,0
3156,1
623,0
17231,0
20436,0
26777,0
26321,0
22320,0
22171,1
25241,0
4829,0
15410,0
10040,0
5296,0
3772,0
21440,0
14841,0
1335,0
9371,0
2872,0
2569,1
14281,0
15324,0
6777,0
3446,0
19216,0
14941,0
1991,0
19922,0
27198,0
18086,0
6351,0
29086,0
31371,0
24295,1
8937,0
5172,1
14104,1
27883,0
9973,0
22013,0
17326,0
13082,0
9232,1
5486,0
1101,1
13819,0
2948,1
4441,1
2680,0
11215,1
21827,0
1957,0
24525,0
6015,0
11535,0
31461,1
28537,1
6731,0
22177,0
5184,1
6233,1
3886,1
3528,0
3025,0
30195,0
7519,0
5919,1
2699,0
3337,1
5918,0
9004,1
23583,0
14388,0
613,0
4126,0
3011,1
225,0
30615,0
2354,0
12969,0
18730,0
6409,0
19800,0
4467,0
19219,1
27908,1
29814,0
28961,0
1526,0
3803,0
19252,1
11064,0
22594,0
10324,0
10609,1
2794,0
25428,0
24733,0
10634,0
28499,0
13558,1
592,1
17106,0
10879,1
25462,0
1146,0
31887,0
18581,0
25336,1
30744,0
3965,0
26467,1
30342,1
6846,0
13825,0
16848,1
6880,1
17705,0
21749,0
3484,0
11411,0
17353,0
3415,0
24017,0
18659,0
169,0
3034,0
30246,1
29284,0
5987,0
24827,0
5255,0
18877,0
22057,1
4649,0
19925,1
32248,0
8773,1
30386,0
14565,0
2455,0
4808,1
11148,0
23012,0
137,0
5131,0
13972,0
27603,1
20879,1
27577,1
18725,0
22914,0
15778,0
28013,0
1029,0
30678,0
9486,0
21114,0
7050,0
21983,1
13930,0
5461,0
3852,0
19293,0
28653,0
28470,1
29640,0
23293,0
18393,1
12106,0
11011,0
21163,1
22335,1
23597,0
6866,0
292,0
19228,0
20492,0
17693,0
9745,0
32505,0
19607,1
22199,0
16220,1
6829,0
10690,0
14592,0
19040,0
29052,0
746,1
30411,0
19312,0
32009,0
6183,0
1794,0
26796,1
3669,0
1333,0
30413,0
24808,0
8105,1
1776,0
19754,0
4629,1
16818,1
7719,0
8911,0
25717,0
10055,0
20525,0
31252,1
16295,1
26976,0
17009,0
20839,0
381,0
18982,0
29224,0
2162,0
9871,1
18870,0
10873,0
477,0
26363,1
9822,1
16539,1
15452,0
13821,0
17659,0
32110,0
7617,0
25261,1
3824,0
17880,0
1586,0
8200,0
8041,0
2743,0
24507,0
22932,0
28914,0
19829,1
15359,0
26566,0
28526,0
30218,0
25719,0
3569,0
6539,0
23895,1
20578,1
14499,0
6317,0
21945,1
16340,0
17170,0
23229,0
23843,0
22360,0
22471,0
888,0
8443,0
16333,0
7651,0
14883,1
10321,0
8860,0
6655,1
27060,1
1157,1
29208,0
7272,1
4936,0
26822,1
26461,1
7553,1
20694,1
25285,0
11225,0
1477,0
18400,0
17063,1
27566,0
29171,1
12421,0
21923,0
14510,0
3143,1
1241,0
3325,0
28366,1
8856,1
16503,0
21209,1
29798,0
1681,0
1254,0
23233,0
2896,1
558,0
7498,1
25226,1
29969,0
13041,0
26552,0
20371,0
1846,0
3682,0
8088,0
20560,0
23441,1
30748,1
20980,1
2185,0
1455,0
25146,0
17710,0
4333,0
12934,0
4601,0
348,0
12817,1
19702,1
27153,0
8270,1
1836,0
20631,0
25819,0
10277,0
13623,0
32328,0
31382,0
543,0
17085,1
30326,0
14218,0
32143,0
7539,0
10822,1
24007,1
535,0
10610,0
12459,0
27940,0
20722,0
31645,1
18372,0
15534,0
12646,0
24161,0
7772,0
6350,0
12625,0
17861,0
13366,1
11674,1
24748,0
30601,0
31971,0
19621,0
17989,0
6276,0
21144,0
25327,1
15115,0
1277,1
22234,0
16850,0
18778,1
24446,0
1670,1
14223,0
14326,1
17974,1
361,1
9220,0
17770,0
25148,0
3870,0
12800,1
17841,0
6579,0
32018,0
12221,0
14665,1
1264,0
3024,0
25572,0
24070,0
17488,0
17472,0
15328,0
9352,1
21158,0
2705,0
27169,1
17996,0
31378,0
30605,0
26476,1
460,0
16478,0
1817,0
6961,0
28261,1
6934,1
12583,0
22186,0
12842,0
25752,0
23254,0
30557,0
19446,0
22537,1
16815,0
25282,0
2626,1
2938,0
8681,0
25216,0
20527,1
6070,0
3245,1
23158,0
28342,1
18507,0
22970,1
1152,0
19587,0
19976,0
9094,0
2279,0
28281,0
16280,0
3903,0
18693,0
13467,0
31538,0
2134,0
21291,1
3104,0
10242,0
31546,0
12087,0
32501,0
1647,0
21077,1
27492,0
29562,0
29873,1
30220,0
15367,0
12547,1
128,0
11127,0
18517,0
17938,1
8024,0
24429,0
12286,1
21967,0
19462,0
17590,0
2669,1
31367,1
28441,0
20438,0
29204,0
19603,0
25180,1
22579,0
28157,0
27413,1
21036,0
18032,0
18556,0
14304,0
10795,0
22221,0
24107,1
11040,1
10821,0
15386,0
5153,0
29412,0
14289,0
22002,0
6833,1
18830,0
3544,0
25844,0
19663,0
14446,1
7099,0
2297,0
28860,0
16445,0
17711,0
3187,0
22854,0
11987,0
8552,0
2184,1
3487,0
5947,0
22456,1
28601,1
4073,0
6164,0
13700,0
25012,1
9654,0
12324,1
6244,0
15273,0
2045,0
2293,1
29230,1
21207,0
5835,0
4770,0
19254,1
26853,0
30861,0
30147,0
9412,0
7861,0
32351,0
6055,0
23935,0
25593,0
18510,0
31496,1
22485,0
15339,0
22572,0
3091,1
24692,0
28417,1
13989,0
23713,0
2178,1
3331,0
16862,1
11844,0
12793,1
14518,1
2783,1
26039,0
6102,0
15858,0
21434,0
16778,1
25363,0
30007,0
5378,0
27730,0
7656,0
19267,0
25594,0
23990,1
17284,0
26210,0
27926,1
4910,0
32168,0
5414,1
11891,0
31657,0
13515,0
15062,0
31905,0
19453,0
19891,1
9809,0
23070,0
4230,0
12542,0
15639,0
7021,1
17603,0
26724,0
27384,0
22949,0
15021,0
9854,0
23917,0
20518,1
25957,0
5994,0
15119,1
1579,0
17769,1
2968,1
26737,0
24556,1
23060,0
30270,0
967,0
30330,1
5549,0
26571,0
19727,1
30981,1
14519,0
16939,0
27168,1
21905,0
22957,0
1691,0
13763,0
11843,0
5295,0
27843,1
23518,0
15249,0
15715,0
29444,0
658,0
23871,0
18301,0
19715,0
4545,1
18019,0
9039,0
11399,0
10744,0
4012,0
12082,0
21084,0
30037,0
26904,0
549,0
22732,1
3730,0
7136,0
3131,0
24793,0
6628,0
7515,0
16915,0
18310,0
21023,1
6641,0
10891,1
22996,0
7002,0
20212,1
20821,0
8905,0
29153,0
29237,0
22539,0
15616,0
21940,0
6534,0
29027,0
18945,0
2167,1
6347,0
20241,1
21763,0
11794,0
28962,0
16057,0
31031,0
32368,0
25551,0
32369,0
2624,1
13647,0
15724,0
10974,0
25637,0
20587,0
8605,0
6456,0
4081,0
22980,0
25421,0
28175,0
23900,0
11584,1
5209,0
25260,1
21902,1
6971,1
14376,0
22540,0
10955,0
28743,0
8656,1
29380,0
16671,0
12389,0
18299,0
26377,0
27246,0
11300,0
4750,1
4496,0
4307,0
3520,0
16233,0
12578,0
30789,0
17372,0
20191,0
12964,1
31079,0
26998,0
25869,0
12702,0
16270,0
2078,0
31272,1
22548,0
12078,0
8470,0
2183,0
2675,0
2391,0
10794,0
2522,0
14421,0
7478,0
31756,0
26475,0
7742,0
29531,0
17935,0
25523,0
9052,0
19358,0
14994,0
1222,0
5904,0
23536,0
11233,0
30691,0
2154,0
22409,0
15441,0
7261,1
31711,0
20858,0
2298,0
24159,0
10034,0
1803,1
8979,1
8352,0
11063,0
25728,0
16925,0
27089,0
19867,0
20794,0
24606,1
6032,1
8901,0
6730,0
28689,0
16893,0
6143,1
30058,1
9727,0
30074,0
19325,1
19659,0
205,0
9028,0
29504,1
10166,0
23316,0
19044,0
26136,0
15868,0
10872,0
3538,1
22023,0
26766,0
17723,0
14523,1
958,1
5703,1
28855,0
25865,0
1005,0
22491,1
15436,1
27009,0
27581,0
2771,0
109,0
6802,0
23692,0
9241,1
14329,0
20645,1
17259,1
22170,0
13322,0
31896,0
16241,1
26681,1
8111,0
12552,0
2339,1
9511,0
12992,0
20451,0
1566,0
12405,0
22123,1
18354,0
9335,0
17328,0
9501,0
27636,0
31940,0
4197,0
14946,0
11517,0
8119,1
18092,0
10855,1
4045,0
31171,1
26685,0
21658,1
13413,0
29172,0
8068,1
21631,0
26408,0
16180,1
24687,0
27037,1
28708,0
31662,0
23478,0
21550,0
1476,0
31930,0
5750,1
9267,0
11632,0
32482,0
4731,0
13110,0
31795,1
24472,1
22149,0
50,0
15446,0
31325,0
29985,0
17253,0
24506,0
1686,0
3859,0
13943,0
4398,0
7415,0
